service_id,vehicle_id,engine_serial_no,service_date,service_type,service_category,fault_code,diagnosis,technician,workshop,parts_replaced,labour_cost,parts_cost,total_cost,downtime_hours,next_service_due,warranty_claim,service_status
S01805,V0056,ESN966096,2025-06-14,Cooling System,Emergency,P0171,Routine inspection,TECH655,AutoMind Central,Coolant Hose,5833,7127,12960,4.7,2025-12-11,Yes,Pending
S01806,V0030,ESN397904,2025-05-24,Engine Diagnostics,Preventive,P0000,Engine overheating,TECH738,Prime Motors,Oil Filter,4900,11642,16542,4.5,2025-11-20,Yes,Pending
S01807,V0296,ESN424116,2025-03-05,Oil Change,Corrective,P0300,Routine inspection,TECH877,FleetCare Kochi,Battery,1701,6333,8034,1.6,2025-09-01,Yes,Pending
S01808,V0364,ESN707398,2025-06-01,Cooling System,Preventive,P0171,Routine inspection,TECH273,AutoMind Central,Oil Filter,4146,19066,23212,11.3,2025-11-28,No,Pending
S01809,V0004,ESN712933,2025-04-26,Cooling System,Preventive,P0000,Battery degradation,TECH830,Kerala Truck Service,Air Filter,2440,3040,5480,10.9,2025-10-23,Yes,Pending
S01810,V0252,ESN133621,2025-02-04,Brake Service,Emergency,P0171,Low oil pressure,TECH443,AutoMind Central,Oil Filter,4420,11743,16163,1.6,2025-08-03,No,Pending
S01811,V0412,ESN299104,2025-09-09,Oil Change,Emergency,P0171,Low oil pressure,TECH610,Prime Motors,Oil Filter,4468,8769,13237,6.5,2026-03-08,No,Pending
S01812,V0059,ESN467143,2025-12-30,Brake Service,Preventive,P0012,Battery degradation,TECH987,FleetCare Kochi,Oil Filter,1468,10426,11894,2.8,2026-06-28,No,Pending
S01813,V0125,ESN865084,2025-11-22,Battery Replacement,Corrective,P0171,Brake wear,TECH992,Kerala Truck Service,Spark Plug,3820,14587,18407,9.5,2026-05-21,No,Pending
S01814,V0191,ESN939146,2025-06-02,Oil Change,Emergency,P0171,Brake wear,TECH686,Prime Motors,Spark Plug,5681,1292,6973,1.1,2025-11-29,No,Pending
S01815,V0467,ESN842812,2025-08-03,Oil Change,Preventive,P0300,Low oil pressure,TECH822,AutoMind Central,Coolant Hose,4951,18270,23221,2.0,2026-01-30,Yes,Pending
S01816,V0454,ESN765004,2025-10-14,Routine Service,Preventive,P0000,Low oil pressure,TECH939,AutoMind Central,Coolant Hose,5804,17848,23652,6.2,2026-04-12,No,Completed
S01817,V0492,ESN949211,2025-07-18,Routine Service,Corrective,P0012,Low oil pressure,TECH377,FleetCare Kochi,Coolant Hose,941,2953,3894,6.9,2026-01-14,No,Pending
S01818,V0374,ESN510163,2025-03-29,Oil Change,Preventive,P0420,Routine inspection,TECH513,FleetCare Kochi,Oil Filter,5491,10106,15597,11.1,2025-09-25,Yes,Pending
S01819,V0252,ESN147178,2025-01-11,Cooling System,Preventive,P0420,Low oil pressure,TECH164,AutoMind Central,Air Filter,2193,6735,8928,5.0,2025-07-10,No,Completed
S01820,V0475,ESN908454,2025-02-08,Battery Replacement,Preventive,P0171,Battery degradation,TECH905,FleetCare Kochi,Spark Plug,5268,2050,7318,5.6,2025-08-07,Yes,Pending
S01821,V0316,ESN296946,2025-10-27,Engine Diagnostics,Preventive,P0420,Engine overheating,TECH213,AutoMind Central,Spark Plug,3566,10589,14155,6.9,2026-04-25,No,Pending
S01822,V0461,ESN646524,2025-05-09,Routine Service,Emergency,P0000,Low oil pressure,TECH657,FleetCare Kochi,Oil Filter,3592,6722,10314,3.3,2025-11-05,No,Pending
S01823,V0320,ESN870704,2025-09-05,Oil Change,Emergency,P0300,Routine inspection,TECH152,Kerala Truck Service,Air Filter,1158,8294,9452,8.1,2026-03-04,No,Pending
S01824,V0167,ESN982611,2025-04-08,Cooling System,Emergency,P0420,Brake wear,TECH102,FleetCare Kochi,Brake Pads,981,15380,16361,4.1,2025-10-05,No,Pending
S01825,V0444,ESN285840,2025-09-08,Routine Service,Preventive,P0000,Brake wear,TECH998,Kerala Truck Service,Oil Filter,1960,14349,16309,9.7,2026-03-07,No,Completed
S01826,V0323,ESN285368,2025-10-22,Brake Service,Preventive,P0000,Routine inspection,TECH680,AutoMind Central,Brake Pads,2136,14513,16649,2.0,2026-04-20,Yes,Pending
S01827,V0207,ESN221021,2025-11-30,Routine Service,Corrective,P0300,Engine overheating,TECH245,Prime Motors,Oil Filter,4571,6936,11507,5.1,2026-05-29,Yes,Pending
S01828,V0306,ESN568501,2025-12-16,Engine Diagnostics,Emergency,P0171,Brake wear,TECH306,Kerala Truck Service,Brake Pads,3070,1243,4313,3.0,2026-06-14,Yes,Pending
S01829,V0129,ESN970499,2025-08-05,Battery Replacement,Emergency,P0012,Engine overheating,TECH633,AutoMind Central,Brake Pads,2378,4836,7214,8.5,2026-02-01,No,Pending
S01830,V0062,ESN700708,2025-06-04,Battery Replacement,Corrective,P0171,Battery degradation,TECH751,Kerala Truck Service,Battery,4233,8292,12525,2.0,2025-12-01,Yes,Completed
S01831,V0392,ESN147262,2025-02-07,Brake Service,Corrective,P0300,Battery degradation,TECH318,Kerala Truck Service,Brake Pads,5352,6703,12055,6.8,2025-08-06,Yes,Pending
S01832,V0070,ESN209019,2025-11-12,Battery Replacement,Corrective,P0300,Routine inspection,TECH563,Kerala Truck Service,Spark Plug,4282,19062,23344,5.0,2026-05-11,No,Completed
S01833,V0238,ESN315431,2025-06-27,Oil Change,Preventive,P0000,Brake wear,TECH573,FleetCare Kochi,Spark Plug,1282,15075,16357,8.1,2025-12-24,Yes,Completed
S01834,V0101,ESN981944,2025-06-03,Routine Service,Corrective,P0420,Low oil pressure,TECH744,FleetCare Kochi,Brake Pads,3702,2871,6573,2.6,2025-11-30,Yes,Completed
S01835,V0201,ESN375103,2025-05-14,Battery Replacement,Emergency,P0420,Brake wear,TECH177,FleetCare Kochi,Brake Pads,863,17993,18856,4.6,2025-11-10,No,Pending
S01836,V0157,ESN404157,2025-07-01,Routine Service,Emergency,P0000,Engine overheating,TECH764,Prime Motors,Air Filter,5698,3193,8891,6.1,2025-12-28,Yes,Pending
S01837,V0480,ESN992757,2025-04-05,Brake Service,Emergency,P0000,Low oil pressure,TECH575,AutoMind Central,Brake Pads,5938,16425,22363,11.3,2025-10-02,No,Pending
S01838,V0244,ESN193400,2025-04-10,Battery Replacement,Preventive,P0171,Battery degradation,TECH309,Prime Motors,Spark Plug,5899,12760,18659,5.6,2025-10-07,No,Completed
S01839,V0262,ESN168339,2025-03-29,Oil Change,Emergency,P0420,Brake wear,TECH437,FleetCare Kochi,Spark Plug,3783,15821,19604,5.7,2025-09-25,No,Pending
S01840,V0353,ESN336318,2025-01-02,Engine Diagnostics,Preventive,P0012,Brake wear,TECH538,Prime Motors,Brake Pads,3212,8541,11753,7.4,2025-07-01,Yes,Pending
S01841,V0439,ESN797671,2025-08-24,Routine Service,Emergency,P0171,Battery degradation,TECH778,AutoMind Central,Oil Filter,5254,6352,11606,11.8,2026-02-20,No,Completed
S01842,V0115,ESN613242,2025-03-25,Brake Service,Emergency,P0300,Battery degradation,TECH264,Prime Motors,Brake Pads,3089,7941,11030,8.8,2025-09-21,No,Completed
S01843,V0242,ESN338018,2025-09-12,Oil Change,Corrective,P0300,Low oil pressure,TECH152,Prime Motors,Oil Filter,2898,15934,18832,6.0,2026-03-11,Yes,Pending
S01844,V0326,ESN848850,2025-07-16,Oil Change,Preventive,P0420,Low oil pressure,TECH717,Kerala Truck Service,Brake Pads,3047,12441,15488,3.4,2026-01-12,No,Pending
S01845,V0407,ESN388170,2025-10-25,Engine Diagnostics,Preventive,P0000,Brake wear,TECH596,Kerala Truck Service,Brake Pads,5553,18189,23742,2.1,2026-04-23,Yes,Pending
S01846,V0286,ESN959284,2025-03-31,Oil Change,Preventive,P0000,Low oil pressure,TECH750,FleetCare Kochi,Oil Filter,5067,4240,9307,9.1,2025-09-27,No,Pending
S01847,V0441,ESN106128,2025-05-09,Oil Change,Preventive,P0171,Low oil pressure,TECH266,AutoMind Central,Oil Filter,5972,11149,17121,8.9,2025-11-05,Yes,Completed
S01848,V0322,ESN554227,2025-04-04,Routine Service,Preventive,P0012,Battery degradation,TECH574,Kerala Truck Service,Air Filter,5630,4607,10237,6.7,2025-10-01,Yes,Pending
S01849,V0052,ESN533788,2025-12-25,Brake Service,Preventive,P0171,Low oil pressure,TECH626,AutoMind Central,Spark Plug,5260,9159,14419,4.0,2026-06-23,Yes,Pending
S01850,V0473,ESN557931,2025-10-31,Battery Replacement,Corrective,P0171,Brake wear,TECH266,AutoMind Central,Oil Filter,3905,14086,17991,7.8,2026-04-29,No,Completed
S01851,V0229,ESN403538,2025-05-28,Oil Change,Corrective,P0300,Brake wear,TECH618,FleetCare Kochi,Air Filter,3368,18437,21805,5.5,2025-11-24,Yes,Pending
S01852,V0482,ESN428399,2025-03-30,Battery Replacement,Corrective,P0012,Engine overheating,TECH972,Prime Motors,Coolant Hose,1149,8670,9819,2.6,2025-09-26,Yes,Completed
S01853,V0202,ESN998840,2025-09-08,Brake Service,Preventive,P0000,Engine overheating,TECH259,Kerala Truck Service,Brake Pads,5922,13721,19643,7.0,2026-03-07,No,Completed
S01854,V0346,ESN317748,2025-05-02,Engine Diagnostics,Emergency,P0171,Low oil pressure,TECH972,Prime Motors,Spark Plug,5685,11239,16924,3.1,2025-10-29,Yes,Completed
S01855,V0270,ESN284514,2025-04-22,Oil Change,Preventive,P0000,Battery degradation,TECH107,FleetCare Kochi,Oil Filter,5803,6159,11962,1.2,2025-10-19,No,Completed
S01856,V0416,ESN172421,2025-09-14,Battery Replacement,Emergency,P0000,Routine inspection,TECH960,FleetCare Kochi,Oil Filter,5872,6200,12072,4.1,2026-03-13,No,Completed
S01857,V0281,ESN370754,2025-09-30,Engine Diagnostics,Emergency,P0000,Low oil pressure,TECH176,Kerala Truck Service,Spark Plug,1050,1880,2930,5.5,2026-03-29,No,Completed
S01858,V0265,ESN909003,2025-03-19,Battery Replacement,Emergency,P0012,Engine overheating,TECH910,AutoMind Central,Coolant Hose,2414,4296,6710,9.2,2025-09-15,No,Pending
S01859,V0141,ESN198453,2025-07-16,Routine Service,Preventive,P0000,Low oil pressure,TECH867,AutoMind Central,Oil Filter,1048,3993,5041,6.1,2026-01-12,No,Completed
S01860,V0376,ESN217316,2025-08-03,Brake Service,Emergency,P0300,Routine inspection,TECH597,AutoMind Central,Brake Pads,2132,12590,14722,8.1,2026-01-30,Yes,Pending
S01861,V0197,ESN770544,2025-04-03,Oil Change,Emergency,P0171,Brake wear,TECH296,Kerala Truck Service,Battery,4984,16616,21600,8.4,2025-09-30,Yes,Completed
S01862,V0472,ESN264847,2025-09-17,Brake Service,Corrective,P0300,Brake wear,TECH623,FleetCare Kochi,Air Filter,5402,8287,13689,3.0,2026-03-16,Yes,Completed
S01863,V0022,ESN499424,2025-02-12,Routine Service,Emergency,P0171,Low oil pressure,TECH173,AutoMind Central,Battery,3551,12646,16197,2.5,2025-08-11,No,Pending
S01864,V0250,ESN339430,2025-05-04,Engine Diagnostics,Corrective,P0420,Battery degradation,TECH640,AutoMind Central,Brake Pads,3189,5349,8538,10.0,2025-10-31,No,Pending
S01865,V0076,ESN556999,2025-10-30,Engine Diagnostics,Corrective,P0171,Engine overheating,TECH900,Prime Motors,Battery,2952,1993,4945,4.8,2026-04-28,No,Completed
S01866,V0033,ESN242289,2025-02-06,Battery Replacement,Emergency,P0000,Brake wear,TECH779,Prime Motors,Spark Plug,5225,2228,7453,11.6,2025-08-05,No,Pending
S01867,V0492,ESN575913,2025-11-01,Cooling System,Corrective,P0420,Low oil pressure,TECH448,Prime Motors,Coolant Hose,2616,1060,3676,6.2,2026-04-30,No,Completed
S01868,V0093,ESN443962,2025-08-27,Routine Service,Emergency,P0300,Engine overheating,TECH499,Kerala Truck Service,Oil Filter,5314,4671,9985,4.2,2026-02-23,Yes,Pending
S01869,V0366,ESN988150,2025-04-13,Brake Service,Emergency,P0012,Brake wear,TECH662,AutoMind Central,Spark Plug,4552,19288,23840,9.0,2025-10-10,No,Pending
S01870,V0066,ESN271135,2025-05-28,Engine Diagnostics,Preventive,P0000,Brake wear,TECH227,Kerala Truck Service,Spark Plug,4837,2239,7076,4.6,2025-11-24,No,Pending
S01871,V0214,ESN234794,2025-12-24,Engine Diagnostics,Emergency,P0171,Battery degradation,TECH221,Prime Motors,Oil Filter,1274,8960,10234,9.9,2026-06-22,No,Pending
S01872,V0263,ESN531484,2025-12-08,Battery Replacement,Preventive,P0171,Low oil pressure,TECH930,AutoMind Central,Oil Filter,4661,9738,14399,5.2,2026-06-06,No,Completed
S01873,V0240,ESN582411,2025-07-07,Routine Service,Preventive,P0171,Low oil pressure,TECH394,AutoMind Central,Coolant Hose,4844,9228,14072,9.5,2026-01-03,Yes,Completed
S01874,V0169,ESN284764,2025-09-21,Oil Change,Corrective,P0000,Routine inspection,TECH993,AutoMind Central,Oil Filter,4813,17104,21917,10.7,2026-03-20,Yes,Pending
S01875,V0085,ESN351873,2025-06-12,Cooling System,Preventive,P0420,Engine overheating,TECH674,Kerala Truck Service,Battery,1055,14083,15138,4.3,2025-12-09,No,Completed
S01876,V0013,ESN237525,2025-12-25,Battery Replacement,Preventive,P0300,Routine inspection,TECH594,AutoMind Central,Battery,3997,12123,16120,9.9,2026-06-23,Yes,Pending
S01877,V0418,ESN838731,2025-09-18,Brake Service,Emergency,P0012,Battery degradation,TECH664,Kerala Truck Service,Oil Filter,1893,2702,4595,1.4,2026-03-17,Yes,Pending
S01878,V0353,ESN175459,2025-09-18,Battery Replacement,Corrective,P0420,Routine inspection,TECH418,Prime Motors,Coolant Hose,4181,5304,9485,11.0,2026-03-17,Yes,Pending
S01879,V0263,ESN432449,2025-11-02,Brake Service,Corrective,P0420,Low oil pressure,TECH502,Prime Motors,Air Filter,3879,13697,17576,9.2,2026-05-01,No,Pending
S01880,V0152,ESN435980,2025-08-27,Battery Replacement,Preventive,P0420,Low oil pressure,TECH527,Prime Motors,Battery,3494,1141,4635,3.6,2026-02-23,No,Completed
S01881,V0216,ESN917591,2025-06-12,Cooling System,Corrective,P0300,Routine inspection,TECH406,FleetCare Kochi,Battery,5686,7611,13297,10.7,2025-12-09,Yes,Pending
S01882,V0386,ESN145363,2025-09-08,Routine Service,Preventive,P0012,Low oil pressure,TECH517,FleetCare Kochi,Spark Plug,1798,9401,11199,7.5,2026-03-07,No,Pending
S01883,V0250,ESN598859,2025-12-03,Engine Diagnostics,Emergency,P0300,Engine overheating,TECH263,Prime Motors,Battery,3173,3810,6983,3.5,2026-06-01,Yes,Pending
S01884,V0317,ESN337595,2025-09-02,Engine Diagnostics,Corrective,P0420,Routine inspection,TECH125,Prime Motors,Spark Plug,3650,16254,19904,10.8,2026-03-01,No,Completed
S01885,V0456,ESN463319,2025-02-25,Cooling System,Corrective,P0012,Low oil pressure,TECH660,FleetCare Kochi,Oil Filter,1257,8876,10133,11.1,2025-08-24,No,Completed
S01886,V0238,ESN939490,2025-01-20,Brake Service,Corrective,P0300,Low oil pressure,TECH751,FleetCare Kochi,Brake Pads,1510,3526,5036,10.9,2025-07-19,No,Completed
S01887,V0448,ESN183053,2025-08-07,Engine Diagnostics,Preventive,P0420,Brake wear,TECH429,Kerala Truck Service,Air Filter,1396,12484,13880,3.8,2026-02-03,No,Pending
S01888,V0158,ESN557215,2025-02-13,Engine Diagnostics,Corrective,P0012,Engine overheating,TECH637,Kerala Truck Service,Coolant Hose,1798,12304,14102,2.8,2025-08-12,No,Completed
S01889,V0438,ESN975914,2025-04-18,Battery Replacement,Corrective,P0012,Routine inspection,TECH879,Kerala Truck Service,Oil Filter,2209,5682,7891,1.1,2025-10-15,Yes,Pending
S01890,V0418,ESN613465,2025-09-20,Battery Replacement,Preventive,P0000,Battery degradation,TECH617,Prime Motors,Oil Filter,5976,3020,8996,4.8,2026-03-19,Yes,Pending
S01891,V0015,ESN319481,2025-07-04,Oil Change,Corrective,P0300,Battery degradation,TECH713,Prime Motors,Battery,1662,5355,7017,5.4,2025-12-31,No,Completed
S01892,V0092,ESN630873,2025-06-17,Brake Service,Preventive,P0171,Low oil pressure,TECH227,Prime Motors,Oil Filter,3543,15391,18934,10.3,2025-12-14,Yes,Pending
S01893,V0435,ESN359550,2025-09-06,Routine Service,Preventive,P0000,Low oil pressure,TECH672,FleetCare Kochi,Brake Pads,1490,5723,7213,8.7,2026-03-05,Yes,Pending
S01894,V0121,ESN730553,2025-11-13,Routine Service,Corrective,P0000,Engine overheating,TECH769,FleetCare Kochi,Oil Filter,1315,10978,12293,7.1,2026-05-12,Yes,Pending
S01895,V0395,ESN453794,2025-06-28,Cooling System,Emergency,P0300,Routine inspection,TECH656,Prime Motors,Oil Filter,1566,17513,19079,6.7,2025-12-25,No,Pending
S01896,V0495,ESN509808,2025-03-31,Routine Service,Corrective,P0300,Battery degradation,TECH253,Prime Motors,Brake Pads,3130,1725,4855,7.0,2025-09-27,No,Completed
S01897,V0130,ESN168566,2025-12-23,Brake Service,Corrective,P0171,Engine overheating,TECH216,FleetCare Kochi,Air Filter,5208,4329,9537,11.8,2026-06-21,Yes,Pending
S01898,V0313,ESN832835,2025-10-15,Oil Change,Preventive,P0000,Low oil pressure,TECH941,FleetCare Kochi,Coolant Hose,3069,2107,5176,10.9,2026-04-13,Yes,Pending
S01899,V0168,ESN672928,2025-05-26,Brake Service,Corrective,P0171,Low oil pressure,TECH525,Prime Motors,Brake Pads,1916,14307,16223,6.1,2025-11-22,No,Completed
S01900,V0321,ESN569869,2025-06-05,Engine Diagnostics,Emergency,P0300,Brake wear,TECH761,FleetCare Kochi,Spark Plug,992,8280,9272,1.5,2025-12-02,Yes,Completed
S01901,V0221,ESN709986,2025-09-06,Oil Change,Preventive,P0171,Low oil pressure,TECH344,FleetCare Kochi,Spark Plug,4852,16634,21486,10.2,2026-03-05,Yes,Pending
S01902,V0220,ESN167306,2025-01-01,Brake Service,Preventive,P0000,Battery degradation,TECH579,FleetCare Kochi,Coolant Hose,1840,1339,3179,8.2,2025-06-30,Yes,Pending
S01903,V0218,ESN782551,2025-04-21,Engine Diagnostics,Emergency,P0012,Battery degradation,TECH468,Kerala Truck Service,Spark Plug,2873,3805,6678,3.2,2025-10-18,No,Completed
S01904,V0155,ESN268262,2025-12-20,Oil Change,Preventive,P0171,Engine overheating,TECH999,AutoMind Central,Air Filter,5743,6633,12376,6.8,2026-06-18,No,Pending
S01905,V0308,ESN531899,2025-12-23,Engine Diagnostics,Corrective,P0171,Engine overheating,TECH250,FleetCare Kochi,Brake Pads,1977,13051,15028,1.9,2026-06-21,No,Completed
S01906,V0053,ESN836941,2025-02-28,Battery Replacement,Emergency,P0420,Engine overheating,TECH326,Prime Motors,Coolant Hose,3492,9443,12935,9.0,2025-08-27,Yes,Completed
S01907,V0086,ESN530889,2025-02-21,Battery Replacement,Emergency,P0012,Engine overheating,TECH749,Prime Motors,Battery,2045,7166,9211,1.3,2025-08-20,Yes,Completed
S01908,V0060,ESN985915,2025-07-16,Oil Change,Preventive,P0171,Routine inspection,TECH172,Kerala Truck Service,Oil Filter,4717,15386,20103,8.7,2026-01-12,Yes,Pending
S01909,V0273,ESN294718,2025-07-30,Oil Change,Corrective,P0420,Low oil pressure,TECH767,Kerala Truck Service,Oil Filter,5224,16097,21321,8.4,2026-01-26,Yes,Pending
S01910,V0046,ESN492293,2025-07-30,Brake Service,Preventive,P0171,Brake wear,TECH771,FleetCare Kochi,Air Filter,5543,3629,9172,1.7,2026-01-26,No,Completed
S01911,V0478,ESN803897,2025-02-13,Engine Diagnostics,Emergency,P0000,Low oil pressure,TECH641,AutoMind Central,Air Filter,907,15885,16792,6.6,2025-08-12,No,Pending
S01912,V0466,ESN499261,2025-08-16,Cooling System,Corrective,P0171,Engine overheating,TECH679,FleetCare Kochi,Air Filter,4085,578,4663,6.7,2026-02-12,No,Pending
S01913,V0482,ESN331239,2025-02-17,Battery Replacement,Corrective,P0171,Battery degradation,TECH952,AutoMind Central,Spark Plug,2868,18495,21363,7.8,2025-08-16,Yes,Completed
S01914,V0375,ESN211032,2025-05-03,Routine Service,Preventive,P0171,Routine inspection,TECH801,Kerala Truck Service,Battery,1986,17069,19055,6.2,2025-10-30,No,Completed
S01915,V0089,ESN917690,2025-01-10,Oil Change,Preventive,P0000,Routine inspection,TECH188,AutoMind Central,Air Filter,4820,16861,21681,8.5,2025-07-09,No,Completed
S01916,V0217,ESN644434,2025-07-17,Oil Change,Preventive,P0420,Battery degradation,TECH729,Kerala Truck Service,Brake Pads,3864,14986,18850,9.3,2026-01-13,No,Pending
S01917,V0303,ESN105673,2025-11-30,Cooling System,Emergency,P0171,Routine inspection,TECH647,Kerala Truck Service,Brake Pads,5936,18808,24744,6.5,2026-05-29,No,Pending
S01918,V0419,ESN510951,2025-12-29,Oil Change,Preventive,P0420,Brake wear,TECH473,AutoMind Central,Battery,2150,2461,4611,2.9,2026-06-27,No,Pending
S01919,V0156,ESN227723,2025-09-25,Engine Diagnostics,Emergency,P0171,Low oil pressure,TECH208,Kerala Truck Service,Spark Plug,3675,4407,8082,8.2,2026-03-24,Yes,Completed
S01920,V0081,ESN207891,2025-10-18,Oil Change,Corrective,P0000,Engine overheating,TECH717,FleetCare Kochi,Brake Pads,5411,12017,17428,4.5,2026-04-16,Yes,Completed
S01921,V0256,ESN880508,2025-03-14,Battery Replacement,Preventive,P0012,Brake wear,TECH904,AutoMind Central,Spark Plug,3860,9519,13379,5.7,2025-09-10,No,Pending
S01922,V0253,ESN314806,2025-01-27,Oil Change,Preventive,P0300,Brake wear,TECH742,Kerala Truck Service,Spark Plug,4729,19232,23961,7.9,2025-07-26,No,Completed
S01923,V0282,ESN308393,2025-04-05,Battery Replacement,Emergency,P0420,Brake wear,TECH189,AutoMind Central,Battery,953,9950,10903,11.8,2025-10-02,No,Pending
S01924,V0196,ESN913858,2025-11-27,Cooling System,Emergency,P0300,Battery degradation,TECH638,FleetCare Kochi,Air Filter,5877,18942,24819,2.5,2026-05-26,Yes,Completed
S01925,V0443,ESN194474,2025-08-07,Cooling System,Corrective,P0420,Brake wear,TECH819,AutoMind Central,Air Filter,1156,3243,4399,8.8,2026-02-03,No,Completed
S01926,V0414,ESN217297,2025-08-17,Oil Change,Preventive,P0171,Low oil pressure,TECH373,AutoMind Central,Spark Plug,1808,1952,3760,3.1,2026-02-13,Yes,Completed
S01927,V0127,ESN455887,2025-06-14,Battery Replacement,Preventive,P0300,Engine overheating,TECH475,Kerala Truck Service,Oil Filter,4081,13972,18053,9.7,2025-12-11,Yes,Pending
S01928,V0475,ESN580737,2025-07-21,Brake Service,Emergency,P0300,Routine inspection,TECH854,Kerala Truck Service,Air Filter,5367,6215,11582,7.1,2026-01-17,No,Completed
S01929,V0100,ESN430654,2025-08-23,Cooling System,Preventive,P0012,Brake wear,TECH559,FleetCare Kochi,Battery,5028,3680,8708,9.0,2026-02-19,Yes,Pending
S01930,V0291,ESN357906,2025-07-04,Brake Service,Preventive,P0012,Routine inspection,TECH452,Prime Motors,Coolant Hose,4424,17325,21749,6.0,2025-12-31,No,Pending
S01931,V0212,ESN527826,2025-09-06,Battery Replacement,Corrective,P0300,Brake wear,TECH953,AutoMind Central,Coolant Hose,3792,17803,21595,7.2,2026-03-05,No,Pending
S01932,V0174,ESN254065,2025-10-23,Cooling System,Preventive,P0300,Brake wear,TECH667,FleetCare Kochi,Brake Pads,984,4467,5451,4.2,2026-04-21,No,Completed
S01933,V0115,ESN695953,2025-05-27,Battery Replacement,Corrective,P0171,Low oil pressure,TECH503,FleetCare Kochi,Battery,5410,544,5954,2.9,2025-11-23,Yes,Pending
S01934,V0270,ESN442105,2025-07-15,Brake Service,Corrective,P0012,Engine overheating,TECH120,Kerala Truck Service,Spark Plug,1853,1287,3140,4.8,2026-01-11,Yes,Pending
S01935,V0402,ESN436958,2025-06-19,Cooling System,Emergency,P0171,Low oil pressure,TECH529,Kerala Truck Service,Coolant Hose,5993,17693,23686,2.4,2025-12-16,Yes,Completed
S01936,V0263,ESN399822,2025-07-06,Oil Change,Emergency,P0012,Battery degradation,TECH223,AutoMind Central,Air Filter,2803,5950,8753,2.4,2026-01-02,Yes,Pending
S01937,V0311,ESN324006,2025-08-20,Battery Replacement,Corrective,P0000,Battery degradation,TECH246,Prime Motors,Battery,5089,1790,6879,10.1,2026-02-16,Yes,Pending
S01938,V0426,ESN346477,2025-01-01,Cooling System,Preventive,P0171,Low oil pressure,TECH981,Kerala Truck Service,Coolant Hose,2881,10927,13808,11.3,2025-06-30,Yes,Completed
S01939,V0069,ESN433581,2025-10-11,Oil Change,Emergency,P0420,Low oil pressure,TECH517,AutoMind Central,Spark Plug,3728,5279,9007,2.0,2026-04-09,Yes,Pending
S01940,V0154,ESN288550,2025-12-30,Routine Service,Preventive,P0420,Routine inspection,TECH293,FleetCare Kochi,Brake Pads,2706,9322,12028,4.6,2026-06-28,Yes,Pending
S01941,V0248,ESN622196,2025-02-23,Engine Diagnostics,Emergency,P0300,Engine overheating,TECH687,Kerala Truck Service,Oil Filter,3536,9657,13193,11.5,2025-08-22,No,Completed
S01942,V0452,ESN779972,2025-01-03,Routine Service,Emergency,P0012,Engine overheating,TECH416,Prime Motors,Air Filter,3908,13501,17409,3.0,2025-07-02,No,Completed
S01943,V0416,ESN901909,2025-03-12,Routine Service,Emergency,P0300,Brake wear,TECH727,Prime Motors,Coolant Hose,2575,18683,21258,1.1,2025-09-08,No,Pending
S01944,V0267,ESN926344,2025-10-06,Brake Service,Preventive,P0012,Low oil pressure,TECH151,Prime Motors,Coolant Hose,1604,7682,9286,8.3,2026-04-04,No,Completed
S01945,V0164,ESN716199,2025-07-31,Cooling System,Preventive,P0300,Routine inspection,TECH444,AutoMind Central,Oil Filter,998,2231,3229,9.0,2026-01-27,No,Pending
S01946,V0112,ESN979993,2025-03-07,Brake Service,Preventive,P0171,Brake wear,TECH117,Prime Motors,Oil Filter,5791,14956,20747,8.9,2025-09-03,No,Completed
S01947,V0013,ESN972873,2025-08-21,Battery Replacement,Preventive,P0012,Engine overheating,TECH577,Kerala Truck Service,Battery,4156,13584,17740,3.1,2026-02-17,Yes,Completed
S01948,V0276,ESN731116,2025-05-28,Engine Diagnostics,Corrective,P0420,Brake wear,TECH636,Prime Motors,Air Filter,3927,9037,12964,3.5,2025-11-24,No,Completed
S01949,V0067,ESN723144,2025-04-12,Routine Service,Preventive,P0000,Routine inspection,TECH542,Prime Motors,Brake Pads,2039,3955,5994,7.6,2025-10-09,Yes,Pending
S01950,V0140,ESN455623,2025-08-01,Routine Service,Emergency,P0420,Battery degradation,TECH303,AutoMind Central,Brake Pads,2413,9189,11602,8.9,2026-01-28,Yes,Completed
S01951,V0476,ESN317294,2025-10-12,Cooling System,Emergency,P0420,Brake wear,TECH539,FleetCare Kochi,Battery,2581,12677,15258,8.6,2026-04-10,Yes,Completed
S01952,V0058,ESN297425,2025-06-12,Brake Service,Corrective,P0300,Engine overheating,TECH408,FleetCare Kochi,Battery,1347,19327,20674,2.0,2025-12-09,No,Pending
S01953,V0388,ESN395619,2025-03-27,Routine Service,Preventive,P0000,Brake wear,TECH526,Kerala Truck Service,Air Filter,4239,12537,16776,3.2,2025-09-23,Yes,Completed
S01954,V0449,ESN247199,2025-10-08,Oil Change,Preventive,P0300,Battery degradation,TECH755,Prime Motors,Coolant Hose,1161,3051,4212,7.4,2026-04-06,Yes,Pending
S01955,V0365,ESN562404,2025-04-04,Oil Change,Preventive,P0000,Low oil pressure,TECH416,FleetCare Kochi,Spark Plug,4966,11548,16514,6.3,2025-10-01,Yes,Pending
S01956,V0384,ESN107025,2025-01-20,Brake Service,Corrective,P0420,Engine overheating,TECH683,Prime Motors,Battery,4690,18573,23263,5.8,2025-07-19,Yes,Completed
