trip_id,vehicle_id,driver_id,route_id,start_time,end_time,distance_km,trip_status,average_speed_kmph,weather_id
T05305,V0128,D0155,R023,2025-02-08T12:16:00,2025-02-08T13:05:00,95,Cancelled,116.3,W20250208
T05306,V0352,D0629,R026,2025-10-02T03:58:00,2025-10-02T07:07:00,70,Completed,22.2,W20251002
T05307,V0276,D0038,R042,2025-12-04T19:31:00,2025-12-04T21:16:00,75,Cancelled,42.9,W20251204
T05308,V0071,D0640,R072,2025-03-15T09:38:00,2025-03-15T12:28:00,75,Completed,26.5,W20250315
T05309,V0059,D0277,R023,2025-12-23T08:05:00,2025-12-23T11:30:00,95,Cancelled,27.8,W20251223
T05310,V0347,D0015,R064,2025-11-01T12:51:00,2025-11-01T17:36:00,75,Cancelled,15.8,W20251101
T05311,V0012,D0212,R075,2025-04-26T22:26:00,2025-04-26T23:32:00,85,Completed,77.3,W20250426
T05312,V0030,D0629,R076,2025-07-27T11:59:00,2025-07-27T14:42:00,95,Completed,35.0,W20250727
T05313,V0404,D0226,R075,2025-10-08T11:48:00,2025-10-08T14:43:00,85,Completed,29.1,W20251008
T05314,V0126,D0495,R072,2025-01-05T04:00:00,2025-01-05T05:52:00,75,Completed,40.2,W20250105
T05315,V0416,D0173,R046,2025-03-04T15:07:00,2025-03-04T19:41:00,70,Cancelled,15.3,W20250304
T05316,V0047,D0645,R055,2025-01-06T01:38:00,2025-01-06T05:07:00,55,Completed,15.8,W20250106
T05317,V0428,D0612,R025,2025-03-08T21:34:00,2025-03-09T00:48:00,75,Completed,23.2,W20250308
T05318,V0192,D0180,R015,2025-09-27T08:52:00,2025-09-27T13:35:00,75,Completed,15.9,W20250927
T05319,V0392,D0428,R079,2025-11-02T23:47:00,2025-11-03T03:42:00,70,Completed,17.9,W20251102
T05320,V0254,D0259,R029,2025-04-27T18:57:00,2025-04-27T22:32:00,70,Cancelled,19.5,W20250427
T05321,V0008,D0105,R094,2025-07-23T08:31:00,2025-07-23T11:20:00,70,Cancelled,24.9,W20250723
T05322,V0034,D0313,R050,2025-07-20T06:50:00,2025-07-20T08:45:00,95,Cancelled,49.6,W20250720
T05323,V0415,D0152,R003,2025-09-11T04:14:00,2025-09-11T06:00:00,85,Completed,48.1,W20250911
T05324,V0461,D0212,R047,2025-12-18T04:16:00,2025-12-18T08:57:00,55,Cancelled,11.7,W20251218
T05325,V0110,D0683,R072,2025-12-12T07:28:00,2025-12-12T08:46:00,75,Completed,57.7,W20251212
T05326,V0089,D0377,R020,2025-02-19T04:20:00,2025-02-19T07:34:00,65,Completed,20.1,W20250219
T05327,V0120,D0036,R024,2025-08-10T14:35:00,2025-08-10T16:58:00,55,Cancelled,23.1,W20250810
T05328,V0022,D0606,R033,2025-11-24T05:26:00,2025-11-24T09:16:00,85,Completed,22.2,W20251124
T05329,V0453,D0637,R093,2025-09-27T13:23:00,2025-09-27T17:55:00,65,Completed,14.3,W20250927
T05330,V0106,D0048,R043,2025-09-05T14:13:00,2025-09-05T18:58:00,65,Completed,13.7,W20250905
T05331,V0179,D0146,R078,2025-05-22T00:27:00,2025-05-22T04:18:00,75,Completed,19.5,W20250522
T05332,V0424,D0369,R087,2025-09-13T08:42:00,2025-09-13T12:42:00,55,Completed,13.8,W20250913
T05333,V0149,D0113,R063,2025-07-20T16:24:00,2025-07-20T17:33:00,75,Completed,65.2,W20250720
T05334,V0013,D0497,R071,2025-02-20T12:06:00,2025-02-20T12:59:00,95,Cancelled,107.5,W20250220
T05335,V0382,D0041,R016,2025-05-28T16:56:00,2025-05-28T17:41:00,65,Completed,86.7,W20250528
T05336,V0402,D0145,R046,2025-06-06T00:56:00,2025-06-06T05:25:00,70,Completed,15.6,W20250606
T05337,V0267,D0195,R081,2025-04-30T00:04:00,2025-04-30T04:59:00,55,Completed,11.2,W20250430
T05338,V0098,D0293,R046,2025-12-12T02:47:00,2025-12-12T04:33:00,70,Completed,39.6,W20251212
T05339,V0041,D0671,R043,2025-08-03T04:35:00,2025-08-03T06:24:00,65,Completed,35.8,W20250803
T05340,V0457,D0439,R038,2025-04-17T07:39:00,2025-04-17T09:23:00,95,Completed,54.8,W20250417
T05341,V0411,D0046,R041,2025-08-18T08:37:00,2025-08-18T10:57:00,65,Completed,27.9,W20250818
T05342,V0058,D0608,R060,2025-10-12T19:54:00,2025-10-12T21:58:00,85,Completed,41.1,W20251012
T05343,V0372,D0250,R100,2025-11-02T13:13:00,2025-11-02T14:25:00,75,Completed,62.5,W20251102
T05344,V0097,D0667,R078,2025-05-10T07:44:00,2025-05-10T12:42:00,75,Completed,15.1,W20250510
T05345,V0155,D0387,R029,2025-11-11T20:20:00,2025-11-11T21:32:00,70,Cancelled,58.3,W20251111
T05346,V0306,D0512,R079,2025-03-30T05:43:00,2025-03-30T08:20:00,70,Completed,26.8,W20250330
T05347,V0372,D0305,R066,2025-09-14T11:14:00,2025-09-14T15:30:00,85,Cancelled,19.9,W20250914
T05348,V0136,D0301,R092,2025-10-15T12:02:00,2025-10-15T16:30:00,70,Completed,15.7,W20251015
T05349,V0275,D0497,R014,2025-12-24T17:19:00,2025-12-24T20:56:00,55,Cancelled,15.2,W20251224
T05350,V0345,D0505,R074,2025-07-25T09:06:00,2025-07-25T11:06:00,95,Completed,47.5,W20250725
T05351,V0020,D0123,R017,2025-01-14T08:34:00,2025-01-14T10:36:00,95,Completed,46.7,W20250114
T05352,V0362,D0613,R069,2025-07-19T16:16:00,2025-07-19T20:32:00,70,Completed,16.4,W20250719
T05353,V0052,D0315,R096,2025-05-14T14:19:00,2025-05-14T19:17:00,95,Completed,19.1,W20250514
T05354,V0402,D0017,R016,2025-10-19T19:28:00,2025-10-19T21:01:00,65,Completed,41.9,W20251019
T05355,V0268,D0662,R037,2025-08-22T23:44:00,2025-08-23T01:55:00,95,Completed,43.5,W20250822
T05356,V0373,D0529,R027,2025-01-09T11:15:00,2025-01-09T14:15:00,85,Completed,28.3,W20250109
T05357,V0349,D0108,R088,2025-12-19T08:08:00,2025-12-19T09:45:00,95,Completed,58.8,W20251219
T05358,V0242,D0622,R070,2025-04-13T22:40:00,2025-04-14T02:21:00,55,Completed,14.9,W20250413
T05359,V0307,D0088,R077,2025-08-15T03:38:00,2025-08-15T07:43:00,85,Completed,20.8,W20250815
T05360,V0006,D0271,R087,2025-06-18T20:34:00,2025-06-19T00:47:00,55,Completed,13.0,W20250618
T05361,V0242,D0428,R027,2025-07-15T13:21:00,2025-07-15T14:16:00,85,Completed,92.7,W20250715
T05362,V0388,D0025,R021,2025-04-21T15:42:00,2025-04-21T17:40:00,75,Completed,38.1,W20250421
T05363,V0057,D0304,R011,2025-08-19T03:56:00,2025-08-19T07:12:00,85,Completed,26.0,W20250819
T05364,V0487,D0562,R055,2025-12-25T14:05:00,2025-12-25T16:38:00,55,Completed,21.6,W20251225
T05365,V0328,D0278,R038,2025-06-22T01:40:00,2025-06-22T04:35:00,95,Cancelled,32.6,W20250622
T05366,V0317,D0004,R012,2025-04-13T13:48:00,2025-04-13T17:54:00,95,Completed,23.2,W20250413
T05367,V0322,D0548,R005,2025-03-02T18:02:00,2025-03-02T22:23:00,65,Completed,14.9,W20250302
T05368,V0339,D0250,R023,2025-03-11T10:58:00,2025-03-11T14:56:00,95,Cancelled,23.9,W20250311
T05369,V0113,D0163,R043,2025-12-20T11:49:00,2025-12-20T15:59:00,65,Completed,15.6,W20251220
T05370,V0422,D0105,R075,2025-01-12T13:18:00,2025-01-12T17:21:00,85,Cancelled,21.0,W20250112
T05371,V0489,D0655,R074,2025-10-13T16:57:00,2025-10-13T19:46:00,95,Completed,33.7,W20251013
T05372,V0189,D0186,R067,2025-02-02T00:28:00,2025-02-02T02:02:00,55,Completed,35.1,W20250202
T05373,V0358,D0199,R019,2025-02-17T21:43:00,2025-02-18T01:49:00,55,Completed,13.4,W20250217
T05374,V0489,D0016,R065,2025-07-21T09:08:00,2025-07-21T12:45:00,70,Completed,19.4,W20250721
T05375,V0377,D0527,R013,2025-05-28T18:29:00,2025-05-28T20:04:00,65,Completed,41.1,W20250528
T05376,V0046,D0236,R065,2025-06-11T09:12:00,2025-06-11T10:06:00,70,Cancelled,77.8,W20250611
T05377,V0014,D0179,R052,2025-08-21T12:31:00,2025-08-21T16:11:00,65,Completed,17.7,W20250821
T05378,V0177,D0159,R044,2025-01-30T07:13:00,2025-01-30T11:00:00,70,Completed,18.5,W20250130
T05379,V0180,D0518,R066,2025-01-14T11:01:00,2025-01-14T12:31:00,85,Cancelled,56.7,W20250114
T05380,V0004,D0095,R023,2025-01-11T03:11:00,2025-01-11T07:40:00,95,Completed,21.2,W20250111
T05381,V0427,D0388,R071,2025-03-03T00:26:00,2025-03-03T05:24:00,95,Completed,19.1,W20250303
T05382,V0149,D0385,R068,2025-01-01T03:25:00,2025-01-01T07:26:00,95,Completed,23.7,W20250101
T05383,V0057,D0372,R023,2025-09-11T23:36:00,2025-09-12T01:04:00,95,Completed,64.8,W20250911
T05384,V0086,D0069,R027,2025-02-10T06:17:00,2025-02-10T09:55:00,85,Cancelled,23.4,W20250210
T05385,V0086,D0156,R064,2025-05-26T15:29:00,2025-05-26T17:13:00,75,Cancelled,43.3,W20250526
T05386,V0500,D0180,R036,2025-03-23T11:17:00,2025-03-23T15:33:00,75,Completed,17.6,W20250323
T05387,V0407,D0450,R099,2025-07-13T19:24:00,2025-07-13T23:01:00,55,Completed,15.2,W20250713
T05388,V0245,D0492,R031,2025-02-05T18:27:00,2025-02-05T20:04:00,65,Completed,40.2,W20250205
T05389,V0209,D0489,R046,2025-03-07T04:48:00,2025-03-07T08:00:00,70,Cancelled,21.9,W20250307
T05390,V0317,D0673,R068,2025-02-07T21:57:00,2025-02-07T22:43:00,95,Cancelled,123.9,W20250207
T05391,V0359,D0473,R039,2025-09-28T23:34:00,2025-09-29T01:44:00,55,Completed,25.4,W20250928
T05392,V0293,D0549,R044,2025-12-31T19:49:00,2025-12-31T23:18:00,70,Completed,20.1,W20251231
T05393,V0308,D0375,R013,2025-01-19T11:17:00,2025-01-19T12:49:00,65,Completed,42.4,W20250119
T05394,V0227,D0435,R051,2025-04-10T02:08:00,2025-04-10T04:47:00,70,Cancelled,26.4,W20250410
T05395,V0475,D0189,R041,2025-08-25T03:37:00,2025-08-25T06:52:00,65,Completed,20.0,W20250825
T05396,V0252,D0563,R069,2025-02-08T10:43:00,2025-02-08T13:52:00,70,Cancelled,22.2,W20250208
T05397,V0129,D0370,R005,2025-06-12T09:26:00,2025-06-12T14:24:00,65,Completed,13.1,W20250612
T05398,V0137,D0599,R092,2025-06-03T19:21:00,2025-06-03T22:51:00,70,Completed,20.0,W20250603
T05399,V0370,D0131,R073,2025-11-17T14:21:00,2025-11-17T17:48:00,85,Completed,24.6,W20251117
T05400,V0151,D0434,R013,2025-02-03T18:37:00,2025-02-03T22:35:00,65,Completed,16.4,W20250203
T05401,V0234,D0480,R048,2025-05-05T12:01:00,2025-05-05T15:57:00,75,Completed,19.1,W20250505
T05402,V0091,D0694,R071,2025-11-03T12:34:00,2025-11-03T15:04:00,95,Cancelled,38.0,W20251103
T05403,V0055,D0636,R100,2025-07-16T06:20:00,2025-07-16T08:30:00,75,Completed,34.6,W20250716
T05404,V0122,D0482,R077,2025-12-27T09:16:00,2025-12-27T11:28:00,85,Cancelled,38.6,W20251227
T05405,V0233,D0171,R058,2025-08-26T00:42:00,2025-08-26T05:42:00,95,Completed,19.0,W20250826
T05406,V0210,D0406,R004,2025-03-22T08:59:00,2025-03-22T10:29:00,65,Completed,43.3,W20250322
T05407,V0041,D0695,R095,2025-11-23T10:14:00,2025-11-23T13:30:00,85,Completed,26.0,W20251123
T05408,V0305,D0696,R060,2025-10-26T13:27:00,2025-10-26T17:40:00,85,Completed,20.2,W20251026
T05409,V0181,D0204,R082,2025-08-04T18:45:00,2025-08-04T21:27:00,75,Completed,27.8,W20250804
T05410,V0441,D0654,R080,2025-02-27T05:30:00,2025-02-27T08:19:00,75,Cancelled,26.6,W20250227
T05411,V0032,D0377,R063,2025-12-10T15:08:00,2025-12-10T19:51:00,75,Cancelled,15.9,W20251210
T05412,V0499,D0700,R069,2025-12-29T12:29:00,2025-12-29T15:57:00,70,Completed,20.2,W20251229
T05413,V0145,D0342,R022,2025-01-11T04:33:00,2025-01-11T06:57:00,70,Completed,29.2,W20250111
T05414,V0228,D0073,R009,2025-01-30T11:07:00,2025-01-30T13:38:00,65,Completed,25.8,W20250130
T05415,V0019,D0104,R059,2025-05-02T14:21:00,2025-05-02T16:25:00,75,Cancelled,36.3,W20250502
T05416,V0199,D0651,R057,2025-09-07T19:37:00,2025-09-08T00:06:00,75,Completed,16.7,W20250907
T05417,V0347,D0176,R014,2025-03-08T18:16:00,2025-03-08T20:58:00,55,Completed,20.4,W20250308
T05418,V0128,D0107,R019,2025-10-25T16:43:00,2025-10-25T20:02:00,55,Cancelled,16.6,W20251025
T05419,V0439,D0681,R013,2025-08-14T06:04:00,2025-08-14T10:17:00,65,Completed,15.4,W20250814
T05420,V0042,D0644,R083,2025-04-18T22:07:00,2025-04-18T23:42:00,75,Cancelled,47.4,W20250418
T05421,V0397,D0585,R053,2025-12-31T10:27:00,2025-12-31T14:01:00,55,Completed,15.4,W20251231
T05422,V0261,D0182,R071,2025-09-13T09:49:00,2025-09-13T12:51:00,95,Completed,31.3,W20250913
T05423,V0183,D0047,R082,2025-03-27T21:55:00,2025-03-27T23:08:00,75,Completed,61.6,W20250327
T05424,V0236,D0560,R083,2025-01-08T07:12:00,2025-01-08T08:19:00,75,Cancelled,67.2,W20250108
T05425,V0422,D0654,R097,2025-12-07T12:33:00,2025-12-07T14:40:00,65,Completed,30.7,W20251207
T05426,V0087,D0149,R012,2025-06-08T21:05:00,2025-06-08T22:14:00,95,Cancelled,82.6,W20250608
T05427,V0441,D0683,R072,2025-03-23T04:20:00,2025-03-23T08:26:00,75,Completed,18.3,W20250323
T05428,V0364,D0051,R100,2025-09-07T02:14:00,2025-09-07T04:53:00,75,Completed,28.3,W20250907
T05429,V0350,D0067,R044,2025-07-25T14:44:00,2025-07-25T18:09:00,70,Completed,20.5,W20250725
T05430,V0383,D0406,R032,2025-04-02T10:28:00,2025-04-02T12:53:00,75,Completed,31.0,W20250402
T05431,V0202,D0511,R005,2025-04-24T16:12:00,2025-04-24T19:25:00,65,Cancelled,20.2,W20250424
T05432,V0303,D0604,R019,2025-01-25T10:42:00,2025-01-25T14:30:00,55,Completed,14.5,W20250125
T05433,V0166,D0547,R094,2025-03-10T04:36:00,2025-03-10T08:49:00,70,Cancelled,16.6,W20250310
T05434,V0296,D0299,R061,2025-11-01T05:49:00,2025-11-01T07:52:00,75,Cancelled,36.6,W20251101
T05435,V0061,D0269,R075,2025-02-08T07:07:00,2025-02-08T08:48:00,85,Cancelled,50.5,W20250208
T05436,V0117,D0479,R047,2025-03-13T17:36:00,2025-03-13T21:43:00,55,Completed,13.4,W20250313
T05437,V0433,D0329,R083,2025-01-14T10:24:00,2025-01-14T15:08:00,75,Completed,15.8,W20250114
T05438,V0266,D0116,R082,2025-04-13T05:10:00,2025-04-13T08:10:00,75,Completed,25.0,W20250413
T05439,V0117,D0096,R027,2025-02-11T12:38:00,2025-02-11T16:29:00,85,Completed,22.1,W20250211
T05440,V0413,D0598,R070,2025-10-30T13:47:00,2025-10-30T18:14:00,55,Completed,12.4,W20251030
T05441,V0052,D0152,R032,2025-11-09T00:55:00,2025-11-09T04:51:00,75,Completed,19.1,W20251109
T05442,V0336,D0005,R051,2025-11-27T15:20:00,2025-11-27T16:12:00,70,Completed,80.8,W20251127
T05443,V0248,D0327,R022,2025-01-03T18:48:00,2025-01-03T22:37:00,70,Cancelled,18.3,W20250103
T05444,V0416,D0035,R008,2025-01-16T23:02:00,2025-01-17T00:59:00,75,Cancelled,38.5,W20250116
T05445,V0269,D0694,R019,2025-12-18T04:07:00,2025-12-18T07:11:00,55,Completed,17.9,W20251218
T05446,V0385,D0604,R011,2025-03-29T04:07:00,2025-03-29T08:10:00,85,Cancelled,21.0,W20250329
T05447,V0222,D0411,R072,2025-11-24T20:36:00,2025-11-24T23:51:00,75,Cancelled,23.1,W20251124
T05448,V0416,D0651,R033,2025-04-01T00:52:00,2025-04-01T03:24:00,85,Completed,33.6,W20250401
T05449,V0027,D0198,R099,2025-01-06T23:54:00,2025-01-07T01:06:00,55,Completed,45.8,W20250106
T05450,V0239,D0514,R012,2025-11-17T09:32:00,2025-11-17T11:25:00,95,Cancelled,50.4,W20251117
T05451,V0150,D0428,R020,2025-03-20T21:01:00,2025-03-20T23:21:00,65,Completed,27.9,W20250320
T05452,V0068,D0529,R075,2025-11-29T10:45:00,2025-11-29T13:42:00,85,Completed,28.8,W20251129
T05453,V0309,D0628,R035,2025-12-01T08:38:00,2025-12-01T10:51:00,95,Cancelled,42.9,W20251201
T05454,V0265,D0112,R088,2025-07-03T08:25:00,2025-07-03T10:18:00,95,Completed,50.4,W20250703
T05455,V0267,D0572,R040,2025-09-04T20:30:00,2025-09-05T01:02:00,95,Completed,21.0,W20250904
T05456,V0423,D0393,R027,2025-05-11T15:20:00,2025-05-11T18:39:00,85,Completed,25.6,W20250511
T05457,V0427,D0280,R072,2025-06-04T13:01:00,2025-06-04T15:02:00,75,Completed,37.2,W20250604
T05458,V0044,D0482,R066,2025-04-18T04:59:00,2025-04-18T05:49:00,85,Completed,102.0,W20250418
T05459,V0369,D0546,R034,2025-10-04T16:04:00,2025-10-04T17:23:00,70,Completed,53.2,W20251004
T05460,V0354,D0367,R026,2025-09-02T16:36:00,2025-09-02T20:45:00,70,Completed,16.9,W20250902
T05461,V0464,D0577,R041,2025-05-09T20:34:00,2025-05-10T00:20:00,65,Completed,17.3,W20250509
T05462,V0169,D0294,R038,2025-05-20T06:31:00,2025-05-20T10:29:00,95,Completed,23.9,W20250520
T05463,V0232,D0104,R045,2025-10-11T17:49:00,2025-10-11T19:40:00,70,Completed,37.8,W20251011
T05464,V0238,D0150,R088,2025-09-06T10:15:00,2025-09-06T14:33:00,95,Cancelled,22.1,W20250906
T05465,V0397,D0311,R037,2025-08-18T21:10:00,2025-08-19T00:36:00,95,Completed,27.7,W20250818
T05466,V0324,D0342,R062,2025-08-04T05:05:00,2025-08-04T06:20:00,70,Completed,56.0,W20250804
T05467,V0140,D0286,R094,2025-04-08T12:15:00,2025-04-08T16:57:00,70,Completed,14.9,W20250408
T05468,V0383,D0304,R063,2025-07-29T23:51:00,2025-07-30T02:25:00,75,Completed,29.2,W20250729
T05469,V0449,D0662,R089,2025-09-08T04:11:00,2025-09-08T07:40:00,85,Completed,24.4,W20250908
T05470,V0304,D0111,R089,2025-05-18T18:24:00,2025-05-18T19:12:00,85,Cancelled,106.2,W20250518
T05471,V0413,D0408,R008,2025-05-25T12:37:00,2025-05-25T16:36:00,75,Cancelled,18.8,W20250525
T05472,V0497,D0495,R058,2025-04-13T22:49:00,2025-04-14T01:37:00,95,Cancelled,33.9,W20250413
T05473,V0275,D0222,R038,2025-05-11T14:19:00,2025-05-11T15:24:00,95,Completed,87.7,W20250511
T05474,V0150,D0340,R061,2025-11-29T09:21:00,2025-11-29T10:56:00,75,Cancelled,47.4,W20251129
T05475,V0105,D0276,R086,2025-02-28T14:09:00,2025-02-28T14:54:00,65,Completed,86.7,W20250228
T05476,V0494,D0170,R041,2025-11-07T16:56:00,2025-11-07T21:22:00,65,Completed,14.7,W20251107
T05477,V0417,D0120,R030,2025-03-05T09:38:00,2025-03-05T11:39:00,65,Cancelled,32.2,W20250305
T05478,V0313,D0611,R025,2025-04-29T18:09:00,2025-04-29T22:09:00,75,Completed,18.8,W20250429
T05479,V0134,D0073,R051,2025-07-25T14:15:00,2025-07-25T16:16:00,70,Completed,34.7,W20250725
T05480,V0190,D0158,R006,2025-09-30T10:49:00,2025-09-30T14:19:00,95,Completed,27.1,W20250930
T05481,V0342,D0548,R010,2025-11-18T12:15:00,2025-11-18T16:37:00,75,Completed,17.2,W20251118
T05482,V0457,D0232,R056,2025-10-28T23:55:00,2025-10-29T04:33:00,95,Cancelled,20.5,W20251028
T05483,V0032,D0063,R055,2025-05-02T17:56:00,2025-05-02T22:04:00,55,Completed,13.3,W20250502
T05484,V0366,D0384,R010,2025-08-16T11:29:00,2025-08-16T12:47:00,75,Completed,57.7,W20250816
T05485,V0475,D0009,R002,2025-11-28T08:57:00,2025-11-28T11:05:00,75,Completed,35.2,W20251128
T05486,V0062,D0548,R014,2025-10-06T06:43:00,2025-10-06T08:49:00,55,Completed,26.2,W20251006
T05487,V0444,D0485,R095,2025-12-30T03:39:00,2025-12-30T06:12:00,85,Completed,33.3,W20251230
T05488,V0304,D0294,R096,2025-10-22T18:26:00,2025-10-22T19:55:00,95,Completed,64.0,W20251022
T05489,V0086,D0405,R001,2025-12-07T12:02:00,2025-12-07T13:29:00,85,Completed,58.6,W20251207
T05490,V0215,D0267,R083,2025-02-06T07:55:00,2025-02-06T09:51:00,75,Completed,38.8,W20250206
T05491,V0364,D0026,R016,2025-07-09T21:29:00,2025-07-09T23:06:00,65,Completed,40.2,W20250709
T05492,V0143,D0179,R015,2025-12-10T00:40:00,2025-12-10T01:53:00,75,Completed,61.6,W20251210
T05493,V0123,D0531,R056,2025-12-04T04:42:00,2025-12-04T09:41:00,95,Cancelled,19.1,W20251204
T05494,V0456,D0444,R091,2025-09-16T12:30:00,2025-09-16T15:23:00,70,Cancelled,24.3,W20250916
T05495,V0445,D0653,R074,2025-11-08T19:59:00,2025-11-08T22:41:00,95,Completed,35.2,W20251108
T05496,V0236,D0281,R020,2025-09-18T02:14:00,2025-09-18T06:32:00,65,Completed,15.1,W20250918
T05497,V0096,D0361,R037,2025-01-25T06:24:00,2025-01-25T09:16:00,95,Cancelled,33.1,W20250125
T05498,V0038,D0105,R026,2025-04-26T22:57:00,2025-04-26T23:46:00,70,Cancelled,85.7,W20250426
T05499,V0378,D0600,R003,2025-02-10T20:21:00,2025-02-11T00:00:00,85,Completed,23.3,W20250210
T05500,V0334,D0038,R073,2025-07-29T07:17:00,2025-07-29T11:17:00,85,Completed,21.2,W20250729
T05501,V0022,D0668,R065,2025-07-04T20:34:00,2025-07-05T00:00:00,70,Completed,20.4,W20250704
T05502,V0064,D0396,R093,2025-10-04T19:18:00,2025-10-04T20:33:00,65,Cancelled,52.0,W20251004
T05503,V0337,D0237,R057,2025-05-26T06:02:00,2025-05-26T09:45:00,75,Cancelled,20.2,W20250526
T05504,V0204,D0370,R057,2025-10-24T15:01:00,2025-10-24T18:29:00,75,Cancelled,21.6,W20251024
T05505,V0084,D0491,R050,2025-07-30T23:53:00,2025-07-31T03:36:00,95,Completed,25.6,W20250730
T05506,V0293,D0184,R079,2025-09-10T14:47:00,2025-09-10T15:57:00,70,Completed,60.0,W20250910
T05507,V0437,D0517,R078,2025-05-10T22:14:00,2025-05-11T01:02:00,75,Completed,26.8,W20250510
T05508,V0496,D0223,R094,2025-06-26T20:46:00,2025-06-27T00:58:00,70,Completed,16.7,W20250626
T05509,V0160,D0358,R076,2025-01-28T14:54:00,2025-01-28T16:32:00,95,Cancelled,58.2,W20250128
T05510,V0361,D0121,R082,2025-11-05T13:58:00,2025-11-05T14:49:00,75,Completed,88.2,W20251105
T05511,V0143,D0504,R061,2025-04-19T00:13:00,2025-04-19T04:03:00,75,Cancelled,19.6,W20250419
T05512,V0008,D0467,R053,2025-07-02T20:43:00,2025-07-03T01:21:00,55,Completed,11.9,W20250702
T05513,V0220,D0420,R065,2025-02-28T23:41:00,2025-03-01T04:38:00,70,Completed,14.1,W20250228
T05514,V0163,D0571,R054,2025-03-16T04:29:00,2025-03-16T09:19:00,95,Completed,19.7,W20250316
T05515,V0426,D0446,R099,2025-12-10T05:06:00,2025-12-10T07:21:00,55,Completed,24.4,W20251210
T05516,V0058,D0503,R051,2025-10-06T00:47:00,2025-10-06T02:18:00,70,Cancelled,46.2,W20251006
T05517,V0058,D0420,R076,2025-08-12T21:42:00,2025-08-13T02:06:00,95,Completed,21.6,W20250812
T05518,V0374,D0062,R002,2025-10-04T19:14:00,2025-10-04T21:32:00,75,Completed,32.6,W20251004
T05519,V0417,D0288,R002,2025-08-19T16:39:00,2025-08-19T21:29:00,75,Completed,15.5,W20250819
T05520,V0300,D0333,R009,2025-09-02T20:46:00,2025-09-03T00:18:00,65,Completed,18.4,W20250902
T05521,V0417,D0073,R091,2025-05-20T06:23:00,2025-05-20T08:04:00,70,Completed,41.6,W20250520
T05522,V0405,D0644,R002,2025-08-30T15:16:00,2025-08-30T18:54:00,75,Completed,20.6,W20250830
T05523,V0043,D0344,R073,2025-05-31T04:01:00,2025-05-31T08:43:00,85,Completed,18.1,W20250531
T05524,V0213,D0124,R007,2025-01-04T05:39:00,2025-01-04T09:05:00,70,Completed,20.4,W20250104
T05525,V0499,D0289,R084,2025-07-08T08:44:00,2025-07-08T11:32:00,85,Completed,30.4,W20250708
T05526,V0048,D0397,R034,2025-06-07T05:22:00,2025-06-07T08:45:00,70,Cancelled,20.7,W20250607
T05527,V0416,D0377,R060,2025-02-08T16:55:00,2025-02-08T19:03:00,85,Cancelled,39.8,W20250208
T05528,V0093,D0008,R037,2025-10-03T21:07:00,2025-10-03T23:41:00,95,Cancelled,37.0,W20251003
T05529,V0014,D0619,R059,2025-04-16T16:55:00,2025-04-16T17:58:00,75,Completed,71.4,W20250416
T05530,V0170,D0444,R029,2025-10-08T15:55:00,2025-10-08T16:42:00,70,Completed,89.4,W20251008
T05531,V0230,D0272,R092,2025-09-09T03:11:00,2025-09-09T04:47:00,70,Cancelled,43.8,W20250909
T05532,V0334,D0465,R043,2025-04-11T04:14:00,2025-04-11T07:12:00,65,Completed,21.9,W20250411
T05533,V0002,D0506,R084,2025-11-10T07:33:00,2025-11-10T12:16:00,85,Cancelled,18.0,W20251110
T05534,V0101,D0356,R074,2025-05-25T07:40:00,2025-05-25T08:54:00,95,Cancelled,77.0,W20250525
T05535,V0147,D0532,R024,2025-11-09T16:02:00,2025-11-09T20:07:00,55,Completed,13.5,W20251109
T05536,V0152,D0588,R013,2025-11-09T09:42:00,2025-11-09T14:29:00,65,Cancelled,13.6,W20251109
T05537,V0330,D0660,R006,2025-08-24T16:35:00,2025-08-24T19:40:00,95,Completed,30.8,W20250824
T05538,V0019,D0671,R073,2025-07-23T09:39:00,2025-07-23T12:13:00,85,Completed,33.1,W20250723
T05539,V0159,D0307,R080,2025-03-10T05:50:00,2025-03-10T10:16:00,75,Completed,16.9,W20250310
T05540,V0257,D0479,R008,2025-06-07T11:03:00,2025-06-07T14:19:00,75,Completed,23.0,W20250607
T05541,V0022,D0410,R011,2025-01-11T18:17:00,2025-01-11T21:14:00,85,Completed,28.8,W20250111
T05542,V0403,D0531,R097,2025-10-21T21:47:00,2025-10-21T22:44:00,65,Completed,68.4,W20251021
T05543,V0459,D0526,R029,2025-04-06T18:02:00,2025-04-06T20:57:00,70,Completed,24.0,W20250406
T05544,V0052,D0320,R064,2025-01-24T04:32:00,2025-01-24T06:19:00,75,Completed,42.1,W20250124
T05545,V0406,D0347,R052,2025-07-13T15:50:00,2025-07-13T17:11:00,65,Completed,48.1,W20250713
T05546,V0120,D0468,R089,2025-04-14T10:20:00,2025-04-14T14:33:00,85,Completed,20.2,W20250414
T05547,V0418,D0664,R082,2025-12-02T05:37:00,2025-12-02T08:14:00,75,Completed,28.7,W20251202
T05548,V0269,D0321,R019,2025-01-21T13:36:00,2025-01-21T16:31:00,55,Cancelled,18.9,W20250121
T05549,V0211,D0685,R082,2025-04-30T09:52:00,2025-04-30T13:15:00,75,Completed,22.2,W20250430
T05550,V0211,D0644,R009,2025-01-28T06:39:00,2025-01-28T07:56:00,65,Completed,50.6,W20250128
