vehicle_id,registration_number,vin,manufacturer,model,variant,manufacturing_year,purchase_date,vehicle_class,fuel_type,engine_type,engine_capacity_cc,transmission,drivetrain,color,seating_capacity,gross_vehicle_weight_kg,payload_capacity_kg,fuel_tank_capacity_l,warranty_expiry,insurance_policy_id,current_odometer_km,assigned_depot,status,last_service_date
V0226,KL-03-GO-1585,VIN25719176231769,Toyota,Corolla,1.8 G,2020,3/5/2020,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Black,5,2019,416,51,3/4/2025,POL102928,117602,Trivandrum,Active,12/7/2020
V0227,KL-04-MZ-1801,VIN96565055553007,Toyota,Hilux,2.8 GD,2025,1/18/2025,Pickup,Diesel,Inline-4,2800,Manual,RWD,White,5,1757,319,67,1/17/2030,POL802406,141629,Thrissur,Active,1/17/2026
V0228,KL-14-IY-4210,VIN52157057307687,Mahindra,Scorpio N,Z8,2025,9/27/2025,SUV,Diesel,Inline-4,2200,Automatic,RWD,White,5,2038,500,58,9/26/2030,POL178945,86282,Trivandrum,Active,1/24/2029
V0229,KL-06-RJ-3349,VIN28499344311345,Mahindra,Scorpio N,Z8,2020,6/17/2020,SUV,Diesel,Inline-4,2200,Automatic,RWD,Grey,5,1796,350,47,6/16/2025,POL910426,89833,Kochi,Active,8/4/2023
V0230,KL-13-EK-3399,VIN35681911393158,Toyota,Corolla,1.8 G,2020,2/13/2020,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Blue,5,1306,463,59,2/11/2025,POL808604,97180,Kochi,Active,11/24/2022
V0231,KL-13-HG-7992,VIN72288385024086,Eicher,Pro 2049,LNT,2019,11/24/2019,Truck,Diesel,Inline-4,3000,Manual,RWD,Black,2,11579,6334,250,11/22/2024,POL640148,18060,Thrissur,Active,9/18/2023
V0232,KL-02-CO-7054,VIN58512442928229,Tata,Nexon,XZ+,2021,9/7/2021,SUV,Diesel,Inline-4,1500,Manual,RWD,Blue,5,2021,650,56,9/6/2026,POL810874,51031,Kochi,Active,9/17/2025
V0233,KL-14-IP-3824,VIN32742282733783,Toyota,Hilux,2.8 GD,2025,6/4/2025,Pickup,Diesel,Inline-4,2800,Manual,RWD,White,5,1578,481,67,6/3/2030,POL328112,102163,Kochi,Active,1/14/2027
V0234,KL-04-FQ-9498,VIN41208126874114,Toyota,Hilux,2.8 GD,2021,2/22/2021,Pickup,Diesel,Inline-4,2800,Manual,RWD,Grey,5,2094,355,59,2/21/2026,POL386485,175490,Kozhikode,Active,12/10/2024
V0235,KL-13-ZM-9068,VIN59630298537082,Toyota,Hilux,2.8 GD,2022,7/20/2022,Pickup,Diesel,Inline-4,2800,Manual,RWD,White,5,1573,364,68,7/19/2027,POL774497,25655,Palakkad,Active,11/14/2022
V0236,KL-06-OE-4508,VIN67811153825906,Tata,Nexon,XZ+,2020,3/7/2020,SUV,Diesel,Inline-4,1500,Manual,RWD,Grey,5,1324,590,64,3/6/2025,POL353046,147828,Thrissur,Active,9/1/2020
V0237,KL-08-IN-1394,VIN34201273603315,Mahindra,Scorpio N,Z8,2025,8/8/2025,SUV,Diesel,Inline-4,2200,Automatic,RWD,Silver,5,1627,688,66,8/7/2030,POL422832,101533,Kochi,Active,11/17/2028
V0238,KL-07-LD-8620,VIN30539917729118,Toyota,Hilux,2.8 GD,2019,3/8/2019,Pickup,Diesel,Inline-4,2800,Manual,RWD,White,5,1406,505,70,3/6/2024,POL816492,14633,Kochi,Active,11/25/2021
V0239,KL-07-RP-9843,VIN33315747803916,Ashok Leyland,Boss,1415,2021,12/14/2021,Truck,Diesel,Inline-4,3800,Manual,RWD,White,2,7731,6280,244,12/13/2026,POL281188,133190,Kochi,Active,10/28/2022
V0240,KL-04-YZ-9042,VIN21453259518696,Toyota,Hilux,2.8 GD,2022,7/28/2022,Pickup,Diesel,Inline-4,2800,Manual,RWD,Black,5,2176,646,53,7/27/2027,POL186555,14721,Palakkad,Active,2/27/2024
V0241,KL-03-JS-6424,VIN28861019113738,Toyota,Hilux,2.8 GD,2020,8/20/2020,Pickup,Diesel,Inline-4,2800,Manual,RWD,Black,5,1590,353,46,8/19/2025,POL708867,30542,Palakkad,Active,4/6/2024
V0242,KL-04-WR-5474,VIN87227162144445,Mahindra,Scorpio N,Z8,2020,9/22/2020,SUV,Diesel,Inline-4,2200,Automatic,RWD,Grey,5,1773,409,41,9/21/2025,POL739924,62296,Kochi,Active,3/23/2022
V0243,KL-13-VC-6064,VIN77352725632640,Ashok Leyland,Boss,1415,2022,1/10/2022,Truck,Diesel,Inline-4,3800,Manual,RWD,Black,2,15081,3985,130,1/9/2027,POL869983,161988,Kozhikode,Active,5/20/2024
V0244,KL-03-EI-6983,VIN66921781583961,Eicher,Pro 2049,LNT,2020,3/23/2020,Truck,Diesel,Inline-4,3000,Manual,RWD,Grey,2,11810,6726,242,3/22/2025,POL714661,148653,Palakkad,Maintenance,1/17/2023
V0245,KL-07-PP-3036,VIN74704514312570,Mahindra,Scorpio N,Z8,2020,6/4/2020,SUV,Diesel,Inline-4,2200,Automatic,RWD,Black,5,1439,338,63,6/3/2025,POL727050,42722,Thrissur,Maintenance,2/8/2021
V0246,KL-02-JL-9109,VIN32950336907451,Toyota,Hilux,2.8 GD,2024,12/22/2024,Pickup,Diesel,Inline-4,2800,Manual,RWD,Red,5,1805,603,60,12/21/2029,POL370817,49579,Trivandrum,Active,12/30/2027
V0247,KL-01-HO-3055,VIN31126312690875,Tata,Nexon,XZ+,2021,6/12/2021,SUV,Diesel,Inline-4,1500,Manual,RWD,Red,5,2025,406,67,6/11/2026,POL918958,90887,Trivandrum,Active,2/5/2024
V0248,KL-08-YE-4043,VIN52241956954194,Eicher,Pro 2049,LNT,2019,9/20/2019,Truck,Diesel,Inline-4,3000,Manual,RWD,Silver,2,7930,7198,145,9/18/2024,POL632695,177692,Kochi,Active,8/30/2022
V0249,KL-02-XI-6004,VIN52228704430550,Toyota,Corolla,1.8 G,2020,11/12/2020,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Red,5,1665,696,45,11/11/2025,POL882655,56903,Palakkad,Active,3/1/2022
V0250,KL-01-II-2757,VIN86154974957381,Toyota,Corolla,1.8 G,2024,12/14/2024,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Blue,5,2004,541,43,12/13/2029,POL612811,16100,Palakkad,Active,7/6/2028
V0251,KL-04-QK-2729,VIN20022715025764,Mahindra,Scorpio N,Z8,2021,2/10/2021,SUV,Diesel,Inline-4,2200,Automatic,RWD,Red,5,1657,348,48,2/9/2026,POL540921,65182,Thrissur,Maintenance,11/15/2024
V0252,KL-04-KF-6397,VIN52003624379154,Ashok Leyland,Boss,1415,2019,5/25/2019,Truck,Diesel,Inline-4,3800,Manual,RWD,Red,2,8749,6586,209,5/23/2024,POL449442,88395,Kochi,Active,8/20/2021
V0253,KL-06-UP-2626,VIN61063196068729,Mahindra,Scorpio N,Z8,2023,12/7/2023,SUV,Diesel,Inline-4,2200,Automatic,RWD,White,5,1999,608,41,12/5/2028,POL642368,20763,Kochi,Maintenance,9/24/2027
V0254,KL-10-ON-2169,VIN90352497552371,Toyota,Hilux,2.8 GD,2021,4/19/2021,Pickup,Diesel,Inline-4,2800,Manual,RWD,Black,5,1635,476,60,4/18/2026,POL863012,135342,Kochi,Active,3/17/2022
V0255,KL-03-PZ-9150,VIN39344089761310,Toyota,Hilux,2.8 GD,2020,1/20/2020,Pickup,Diesel,Inline-4,2800,Manual,RWD,Blue,5,1343,324,60,1/18/2025,POL227594,86429,Kozhikode,Active,8/6/2020
V0256,KL-04-FX-4893,VIN58675610405198,Tata,Nexon,XZ+,2025,3/17/2025,SUV,Diesel,Inline-4,1500,Manual,RWD,White,5,1512,313,66,3/16/2030,POL223993,108914,Palakkad,Active,10/20/2025
V0257,KL-08-JI-9668,VIN65214539404347,Mahindra,Scorpio N,Z8,2021,11/21/2021,SUV,Diesel,Inline-4,2200,Automatic,RWD,Black,5,1407,477,52,11/20/2026,POL520732,98905,Palakkad,Active,6/12/2023
V0258,KL-07-TQ-7369,VIN91701237470354,Tata,Nexon,XZ+,2021,7/6/2021,SUV,Diesel,Inline-4,1500,Manual,RWD,White,5,1987,426,44,7/5/2026,POL234821,35197,Thrissur,Active,10/24/2021
V0259,KL-11-GV-4891,VIN85226068892398,Mahindra,Scorpio N,Z8,2020,7/6/2020,SUV,Diesel,Inline-4,2200,Automatic,RWD,Grey,5,1828,633,66,7/5/2025,POL466341,57268,Kozhikode,Active,6/27/2022
V0260,KL-03-WQ-8537,VIN46591412961502,Tata,Nexon,XZ+,2023,6/24/2023,SUV,Diesel,Inline-4,1500,Manual,RWD,Grey,5,2154,559,51,6/22/2028,POL444523,9559,Palakkad,Active,1/2/2027
V0261,KL-07-VM-7244,VIN72191513220680,Tata,Nexon,XZ+,2024,2/22/2024,SUV,Diesel,Inline-4,1500,Manual,RWD,Silver,5,1674,466,68,2/20/2029,POL243831,89856,Thrissur,Active,12/27/2026
V0262,KL-13-HM-4509,VIN66875423035866,Mahindra,Scorpio N,Z8,2021,12/12/2021,SUV,Diesel,Inline-4,2200,Automatic,RWD,Red,5,1906,526,41,12/11/2026,POL115253,8851,Thrissur,Active,1/29/2023
V0263,KL-06-VX-2424,VIN86126402184899,Toyota,Corolla,1.8 G,2022,4/28/2022,Sedan,Petrol,Inline-4,1800,Automatic,FWD,White,5,1512,654,64,4/27/2027,POL880875,156473,Palakkad,Active,3/30/2024
V0264,KL-04-YF-5706,VIN80004653288579,Mahindra,Scorpio N,Z8,2020,7/15/2020,SUV,Diesel,Inline-4,2200,Automatic,RWD,Red,5,2122,546,43,7/14/2025,POL785283,13801,Palakkad,Active,3/14/2021
V0265,KL-10-UB-3290,VIN78765097205408,Mahindra,Scorpio N,Z8,2021,6/28/2021,SUV,Diesel,Inline-4,2200,Automatic,RWD,Grey,5,1433,448,45,6/27/2026,POL415520,21236,Palakkad,Active,9/29/2023
V0266,KL-04-WI-1540,VIN12755886982307,Toyota,Corolla,1.8 G,2024,7/10/2024,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Silver,5,1908,641,64,7/9/2029,POL848917,32388,Thrissur,Active,12/8/2024
V0267,KL-04-JG-6860,VIN71324436704619,Tata,Nexon,XZ+,2021,8/28/2021,SUV,Diesel,Inline-4,1500,Manual,RWD,Grey,5,1701,393,42,8/27/2026,POL968617,69879,Kochi,Active,9/4/2024
V0268,KL-04-QW-7698,VIN17709021473506,Toyota,Hilux,2.8 GD,2023,8/20/2023,Pickup,Diesel,Inline-4,2800,Manual,RWD,Silver,5,1448,376,54,8/18/2028,POL626143,141410,Kozhikode,Maintenance,5/14/2026
V0269,KL-03-RQ-5761,VIN94584961982116,Eicher,Pro 2049,LNT,2024,4/24/2024,Truck,Diesel,Inline-4,3000,Manual,RWD,Red,2,10538,6690,151,4/23/2029,POL370574,151447,Kozhikode,Maintenance,11/5/2025
V0270,KL-04-OP-5910,VIN84871791560752,Eicher,Pro 2049,LNT,2022,2/1/2022,Truck,Diesel,Inline-4,3000,Manual,RWD,Red,2,11370,7128,235,1/31/2027,POL872638,7898,Thrissur,Active,3/9/2026
V0271,KL-08-PO-2271,VIN79507254565083,Eicher,Pro 2049,LNT,2020,6/10/2020,Truck,Diesel,Inline-4,3000,Manual,RWD,White,2,9811,6586,171,6/9/2025,POL828013,77666,Palakkad,Active,6/7/2024
V0272,KL-10-FC-6473,VIN94516664265189,Eicher,Pro 2049,LNT,2021,5/6/2021,Truck,Diesel,Inline-4,3000,Manual,RWD,Black,2,14410,5714,228,5/5/2026,POL441790,38217,Palakkad,Active,12/4/2022
V0273,KL-04-FJ-1570,VIN55975967379817,Toyota,Corolla,1.8 G,2025,9/22/2025,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Grey,5,1349,405,41,9/21/2030,POL499839,164415,Trivandrum,Active,11/18/2028
V0274,KL-10-VY-8932,VIN31577187436931,Toyota,Hilux,2.8 GD,2024,2/13/2024,Pickup,Diesel,Inline-4,2800,Manual,RWD,Grey,5,1823,572,49,2/11/2029,POL441221,75465,Kozhikode,Active,10/2/2025
V0275,KL-10-EF-3542,VIN27710178377987,Tata,Nexon,XZ+,2023,1/10/2023,SUV,Diesel,Inline-4,1500,Manual,RWD,Grey,5,1931,382,70,1/9/2028,POL574124,9720,Kochi,Active,4/20/2025
V0276,KL-09-PN-7838,VIN96861281522584,Toyota,Corolla,1.8 G,2023,12/24/2023,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Blue,5,1590,512,47,12/22/2028,POL304681,173201,Kozhikode,Active,2/4/2025
V0277,KL-08-CA-4914,VIN81856676426564,Eicher,Pro 2049,LNT,2024,2/15/2024,Truck,Diesel,Inline-4,3000,Manual,RWD,White,2,15524,5570,234,2/13/2029,POL201045,18885,Palakkad,Maintenance,5/19/2026
V0278,KL-12-DR-9417,VIN23517853909506,Toyota,Hilux,2.8 GD,2025,2/4/2025,Pickup,Diesel,Inline-4,2800,Manual,RWD,Black,5,1445,679,61,2/3/2030,POL513459,146735,Thrissur,Active,1/21/2027
V0279,KL-11-YH-5040,VIN40363993670488,Eicher,Pro 2049,LNT,2021,10/19/2021,Truck,Diesel,Inline-4,3000,Manual,RWD,Grey,2,15954,5298,144,10/18/2026,POL639417,21407,Thrissur,Active,10/19/2025
V0280,KL-04-QU-5658,VIN98249111020229,Eicher,Pro 2049,LNT,2021,7/12/2021,Truck,Diesel,Inline-4,3000,Manual,RWD,White,2,10650,4003,249,7/11/2026,POL614020,32885,Kochi,Active,6/4/2022
V0281,KL-13-HD-8111,VIN54695341010825,Ashok Leyland,Boss,1415,2022,8/12/2022,Truck,Diesel,Inline-4,3800,Manual,RWD,Red,2,10549,6990,131,8/11/2027,POL866419,34344,Kozhikode,Active,7/25/2024
V0282,KL-11-NR-8668,VIN37599109517042,Tata,Nexon,XZ+,2025,1/23/2025,SUV,Diesel,Inline-4,1500,Manual,RWD,Red,5,1269,306,68,1/22/2030,POL323971,79848,Kochi,Maintenance,2/13/2029
V0283,KL-06-ZX-8501,VIN18200214576375,Toyota,Corolla,1.8 G,2020,2/9/2020,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Silver,5,1358,557,70,2/7/2025,POL235773,75249,Kochi,Active,1/18/2024
V0284,KL-11-HM-7887,VIN82140470579682,Toyota,Corolla,1.8 G,2020,1/7/2020,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Grey,5,2176,638,46,1/5/2025,POL735386,132943,Thrissur,Active,11/6/2020
V0285,KL-08-SO-3894,VIN82155838930881,Eicher,Pro 2049,LNT,2022,9/21/2022,Truck,Diesel,Inline-4,3000,Manual,RWD,White,2,12738,3030,205,9/20/2027,POL941075,11774,Kozhikode,Active,2/18/2024
V0286,KL-09-HU-5766,VIN51550854410689,Ashok Leyland,Boss,1415,2019,7/8/2019,Truck,Diesel,Inline-4,3800,Manual,RWD,Blue,2,14445,4697,190,7/6/2024,POL378937,20546,Thrissur,Active,3/7/2021
V0287,KL-04-AS-5345,VIN15610542659812,Eicher,Pro 2049,LNT,2025,12/21/2025,Truck,Diesel,Inline-4,3000,Manual,RWD,Red,2,13285,4462,147,12/20/2030,POL137350,22623,Kochi,Active,6/5/2027
V0288,KL-05-PQ-4042,VIN32002972925759,Toyota,Hilux,2.8 GD,2024,7/14/2024,Pickup,Diesel,Inline-4,2800,Manual,RWD,Silver,5,2117,308,70,7/13/2029,POL532921,97843,Palakkad,Maintenance,11/15/2027
V0289,KL-04-NR-3993,VIN93855540128374,Mahindra,Scorpio N,Z8,2020,12/10/2020,SUV,Diesel,Inline-4,2200,Automatic,RWD,Grey,5,2027,684,41,12/9/2025,POL793871,144586,Trivandrum,Active,7/17/2022
V0290,KL-09-HX-4944,VIN98464954759464,Tata,Nexon,XZ+,2022,10/25/2022,SUV,Diesel,Inline-4,1500,Manual,RWD,Blue,5,2155,431,67,10/24/2027,POL479246,53529,Kochi,Active,11/20/2025
V0291,KL-14-IE-3492,VIN24595238642761,Mahindra,Scorpio N,Z8,2019,8/19/2019,SUV,Diesel,Inline-4,2200,Automatic,RWD,Grey,5,1258,699,40,8/17/2024,POL300903,136581,Kozhikode,Active,1/21/2020
V0292,KL-05-GG-1308,VIN57895463477240,Toyota,Corolla,1.8 G,2022,7/24/2022,Sedan,Petrol,Inline-4,1800,Automatic,FWD,White,5,2126,352,54,7/23/2027,POL593898,35707,Trivandrum,Active,12/13/2023
V0293,KL-05-SM-9522,VIN67450271654895,Eicher,Pro 2049,LNT,2024,6/6/2024,Truck,Diesel,Inline-4,3000,Manual,RWD,Blue,2,13684,6414,246,6/5/2029,POL753817,151197,Palakkad,Active,2/23/2027
V0294,KL-05-BF-8432,VIN32805928941567,Tata,Nexon,XZ+,2023,2/26/2023,SUV,Diesel,Inline-4,1500,Manual,RWD,Black,5,2071,354,64,2/25/2028,POL945086,125052,Kozhikode,Active,1/1/2024
V0295,KL-04-WQ-2524,VIN68552162943378,Ashok Leyland,Boss,1415,2025,4/25/2025,Truck,Diesel,Inline-4,3800,Manual,RWD,Black,2,14686,5428,207,4/24/2030,POL899085,9551,Thrissur,Active,11/21/2028
V0296,KL-10-UJ-2174,VIN90583989508170,Toyota,Hilux,2.8 GD,2021,6/11/2021,Pickup,Diesel,Inline-4,2800,Manual,RWD,Black,5,1811,544,69,6/10/2026,POL948386,38746,Thrissur,Maintenance,5/14/2025
V0297,KL-12-NH-1256,VIN96993600658290,Toyota,Corolla,1.8 G,2025,8/22/2025,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Grey,5,2179,453,66,8/21/2030,POL288448,33942,Kozhikode,Active,9/7/2028
V0298,KL-08-FT-3723,VIN99347118831711,Mahindra,Scorpio N,Z8,2019,10/4/2019,SUV,Diesel,Inline-4,2200,Automatic,RWD,Red,5,2069,436,44,10/2/2024,POL643333,117453,Kozhikode,Active,4/7/2023
V0299,KL-01-CD-3818,VIN39095334962935,Ashok Leyland,Boss,1415,2024,6/11/2024,Truck,Diesel,Inline-4,3800,Manual,RWD,Blue,2,11946,3826,122,6/10/2029,POL982811,164197,Kozhikode,Active,2/16/2025
V0300,KL-05-RY-2809,VIN98833913593827,Toyota,Hilux,2.8 GD,2019,10/5/2019,Pickup,Diesel,Inline-4,2800,Manual,RWD,Red,5,1780,369,61,10/3/2024,POL606326,172848,Kozhikode,Active,8/19/2021
V0301,KL-11-NL-7316,VIN76384122528896,Ashok Leyland,Boss,1415,2021,8/1/2021,Truck,Diesel,Inline-4,3800,Manual,RWD,Red,2,11203,4828,135,7/31/2026,POL869906,11490,Kozhikode,Maintenance,2/6/2025
V0302,KL-01-FD-7621,VIN35189489273915,Eicher,Pro 2049,LNT,2024,10/16/2024,Truck,Diesel,Inline-4,3000,Manual,RWD,Blue,2,13946,4267,216,10/15/2029,POL266778,121987,Thrissur,Maintenance,5/18/2027
V0303,KL-11-ZV-3276,VIN70111529640075,Mahindra,Scorpio N,Z8,2023,4/8/2023,SUV,Diesel,Inline-4,2200,Automatic,RWD,Red,5,1253,506,42,4/6/2028,POL557382,17522,Thrissur,Active,5/26/2026
V0304,KL-06-NN-4301,VIN64127734682970,Toyota,Corolla,1.8 G,2019,4/24/2019,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Red,5,1923,587,67,4/22/2024,POL257260,151593,Kochi,Active,9/26/2020
V0305,KL-06-SV-8417,VIN40068984710546,Ashok Leyland,Boss,1415,2025,5/7/2025,Truck,Diesel,Inline-4,3800,Manual,RWD,Blue,2,15986,4399,198,5/6/2030,POL457746,12154,Trivandrum,Maintenance,1/1/2029
V0306,KL-03-FD-6377,VIN83105817077101,Toyota,Corolla,1.8 G,2024,1/26/2024,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Red,5,1251,515,43,1/24/2029,POL145982,16352,Kozhikode,Maintenance,6/20/2024
V0307,KL-07-FH-2300,VIN85590203323656,Eicher,Pro 2049,LNT,2024,9/10/2024,Truck,Diesel,Inline-4,3000,Manual,RWD,Black,2,15030,6588,150,9/9/2029,POL872326,25586,Kochi,Active,12/15/2027
V0308,KL-06-FB-3199,VIN79319682736659,Ashok Leyland,Boss,1415,2023,5/2/2023,Truck,Diesel,Inline-4,3800,Manual,RWD,Black,2,15218,6726,149,4/30/2028,POL190265,159928,Trivandrum,Active,3/6/2026
V0309,KL-12-KO-7245,VIN17850415950992,Toyota,Hilux,2.8 GD,2019,2/13/2019,Pickup,Diesel,Inline-4,2800,Manual,RWD,Silver,5,1737,642,66,2/12/2024,POL852387,155575,Trivandrum,Active,12/2/2019
V0310,KL-12-ZE-1952,VIN74910203895039,Toyota,Corolla,1.8 G,2019,4/14/2019,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Red,5,1782,496,44,4/12/2024,POL682678,152413,Kochi,Maintenance,4/28/2023
V0311,KL-11-IR-3923,VIN29613131100470,Tata,Nexon,XZ+,2021,3/5/2021,SUV,Diesel,Inline-4,1500,Manual,RWD,Blue,5,1766,570,63,3/4/2026,POL595016,135014,Kozhikode,Maintenance,3/25/2023
V0312,KL-08-IO-9866,VIN43079077302478,Ashok Leyland,Boss,1415,2021,7/7/2021,Truck,Diesel,Inline-4,3800,Manual,RWD,Grey,2,14126,5900,246,7/6/2026,POL969685,122878,Thrissur,Maintenance,2/14/2025
V0313,KL-07-XN-7767,VIN90193048886079,Toyota,Hilux,2.8 GD,2022,3/1/2022,Pickup,Diesel,Inline-4,2800,Manual,RWD,Blue,5,2123,615,56,2/28/2027,POL305554,151849,Thrissur,Maintenance,9/23/2023
V0314,KL-08-PL-8027,VIN55979963752941,Ashok Leyland,Boss,1415,2023,12/9/2023,Truck,Diesel,Inline-4,3800,Manual,RWD,Black,2,13450,6044,150,12/7/2028,POL360061,7088,Kozhikode,Active,1/27/2027
V0315,KL-13-DB-3431,VIN54733071377683,Mahindra,Scorpio N,Z8,2022,3/14/2022,SUV,Diesel,Inline-4,2200,Automatic,RWD,Silver,5,1603,427,53,3/13/2027,POL952477,45898,Kozhikode,Active,5/28/2023
V0316,KL-13-SN-7721,VIN18667250386223,Mahindra,Scorpio N,Z8,2025,9/18/2025,SUV,Diesel,Inline-4,2200,Automatic,RWD,Black,5,2046,575,53,9/17/2030,POL437666,146334,Trivandrum,Active,11/10/2028
V0317,KL-11-YL-3321,VIN83815058620290,Toyota,Corolla,1.8 G,2022,1/28/2022,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Grey,5,1571,363,66,1/27/2027,POL285490,154094,Thrissur,Maintenance,9/25/2023
V0318,KL-02-TZ-3392,VIN28028335575953,Mahindra,Scorpio N,Z8,2021,7/12/2021,SUV,Diesel,Inline-4,2200,Automatic,RWD,Grey,5,1362,618,68,7/11/2026,POL354576,14829,Trivandrum,Active,7/6/2023
V0319,KL-11-CH-8033,VIN65628077101929,Toyota,Corolla,1.8 G,2020,3/10/2020,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Red,5,2200,611,67,3/9/2025,POL679179,54140,Palakkad,Active,12/6/2023
V0320,KL-01-LE-8187,VIN69055714179777,Toyota,Hilux,2.8 GD,2020,7/19/2020,Pickup,Diesel,Inline-4,2800,Manual,RWD,Blue,5,2144,688,69,7/18/2025,POL184503,15966,Trivandrum,Active,2/9/2021
V0321,KL-13-YZ-1304,VIN26731351857746,Tata,Nexon,XZ+,2023,1/26/2023,SUV,Diesel,Inline-4,1500,Manual,RWD,Blue,5,2009,434,68,1/25/2028,POL126877,60680,Kochi,Active,8/17/2026
V0322,KL-03-WW-8787,VIN77100567691162,Ashok Leyland,Boss,1415,2025,11/14/2025,Truck,Diesel,Inline-4,3800,Manual,RWD,Black,2,15043,3340,206,11/13/2030,POL131152,43049,Kozhikode,Active,4/18/2026
V0323,KL-05-UE-7036,VIN44668569339485,Mahindra,Scorpio N,Z8,2022,7/16/2022,SUV,Diesel,Inline-4,2200,Automatic,RWD,Black,5,1284,581,55,7/15/2027,POL385072,99913,Thrissur,Active,11/10/2022
V0324,KL-09-YR-8523,VIN20566416883579,Toyota,Hilux,2.8 GD,2025,9/20/2025,Pickup,Diesel,Inline-4,2800,Manual,RWD,Blue,5,1803,646,64,9/19/2030,POL461465,36262,Kozhikode,Active,12/22/2026
V0325,KL-14-AL-4973,VIN32295099102040,Toyota,Hilux,2.8 GD,2021,1/17/2021,Pickup,Diesel,Inline-4,2800,Manual,RWD,Grey,5,1728,603,62,1/16/2026,POL206087,65705,Thrissur,Maintenance,4/19/2022
V0326,KL-03-JT-9752,VIN94993113108501,Mahindra,Scorpio N,Z8,2023,3/19/2023,SUV,Diesel,Inline-4,2200,Automatic,RWD,Grey,5,1908,343,48,3/17/2028,POL344880,89724,Palakkad,Active,8/2/2026
V0327,KL-12-NZ-6983,VIN64651249113775,Tata,Nexon,XZ+,2020,1/18/2020,SUV,Diesel,Inline-4,1500,Manual,RWD,Grey,5,1954,647,47,1/16/2025,POL409293,114196,Kozhikode,Active,4/18/2020
V0328,KL-06-LY-8963,VIN87682115729642,Tata,Nexon,XZ+,2020,6/4/2020,SUV,Diesel,Inline-4,1500,Manual,RWD,Blue,5,1313,338,43,6/3/2025,POL884962,178267,Trivandrum,Active,11/16/2023
V0329,KL-11-XF-3908,VIN46384431973920,Mahindra,Scorpio N,Z8,2024,5/21/2024,SUV,Diesel,Inline-4,2200,Automatic,RWD,Black,5,1428,553,67,5/20/2029,POL384837,17358,Palakkad,Maintenance,1/1/2026
V0330,KL-14-XA-6028,VIN37373627390329,Toyota,Corolla,1.8 G,2020,9/26/2020,Sedan,Petrol,Inline-4,1800,Automatic,FWD,White,5,1803,668,43,9/25/2025,POL202950,60324,Palakkad,Active,9/8/2021
V0331,KL-02-QF-2359,VIN74317253909014,Tata,Nexon,XZ+,2022,2/21/2022,SUV,Diesel,Inline-4,1500,Manual,RWD,Red,5,2079,426,61,2/20/2027,POL704783,150001,Kozhikode,Active,8/16/2025
V0332,KL-10-QF-9670,VIN90137340160143,Mahindra,Scorpio N,Z8,2023,6/17/2023,SUV,Diesel,Inline-4,2200,Automatic,RWD,White,5,1222,609,61,6/15/2028,POL377361,62731,Thrissur,Active,12/6/2023
V0333,KL-12-WN-1927,VIN12274977065131,Tata,Nexon,XZ+,2020,10/5/2020,SUV,Diesel,Inline-4,1500,Manual,RWD,White,5,1565,320,40,10/4/2025,POL248628,30991,Palakkad,Active,3/5/2024
V0334,KL-07-OH-8335,VIN62395678421134,Toyota,Corolla,1.8 G,2019,12/14/2019,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Black,5,1202,540,69,12/12/2024,POL517723,100127,Kozhikode,Active,12/2/2023
V0335,KL-06-JG-6910,VIN46005885288035,Eicher,Pro 2049,LNT,2024,12/17/2024,Truck,Diesel,Inline-4,3000,Manual,RWD,Red,2,8042,5299,188,12/16/2029,POL805306,30870,Thrissur,Active,3/28/2027
V0336,KL-04-MN-7842,VIN59431956108503,Toyota,Corolla,1.8 G,2024,1/15/2024,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Grey,5,1610,414,49,1/13/2029,POL235142,45110,Thrissur,Active,5/20/2024
V0337,KL-12-PP-9052,VIN20970295620941,Mahindra,Scorpio N,Z8,2020,6/28/2020,SUV,Diesel,Inline-4,2200,Automatic,RWD,Blue,5,1512,318,59,6/27/2025,POL685401,123861,Thrissur,Active,9/2/2023
V0338,KL-11-MH-5689,VIN16557481687810,Ashok Leyland,Boss,1415,2022,7/15/2022,Truck,Diesel,Inline-4,3800,Manual,RWD,Blue,2,9227,6035,244,7/14/2027,POL151765,138377,Palakkad,Active,12/6/2025
V0339,KL-13-QA-3256,VIN60392890007939,Toyota,Hilux,2.8 GD,2024,6/11/2024,Pickup,Diesel,Inline-4,2800,Manual,RWD,White,5,1299,551,65,6/10/2029,POL113853,60316,Trivandrum,Active,12/26/2026
